Unnamed: 0,animal_id,datetime,monthyear,date_of_birth,outcome_type,outcome_subtype,animal_type,sex_upon_outcome,age_upon_outcome,breed,color,name
897,A813226,2020-05-12T09:41:00.000,2020-05-12T09:41:00.000,2019-06-06T00:00:00.000,Adoption,Foster,Cat,Neutered Male,11 months,Domestic Shorthair,Brown Tabby/White,*Snuggles
898,A815756,2020-05-12T06:12:00.000,2020-05-12T06:12:00.000,2019-11-25T00:00:00.000,Adoption,Foster,Dog,Neutered Male,5 months,Pit Bull,Black/White,*Boots
899,A815135,2020-05-12T06:03:00.000,2020-05-12T06:03:00.000,2020-02-11T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,White/Orange Tabby,*Mike
900,A816934,2020-05-11T16:33:00.000,2020-05-11T16:33:00.000,2019-11-17T00:00:00.000,Adoption,,Dog,Neutered Male,5 months,Pit Bull,White/Brown,*Ranch
901,A817239,2020-05-11T15:45:00.000,2020-05-11T15:45:00.000,2020-04-11T00:00:00.000,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue Tabby,
902,A816294,2020-05-11T14:59:00.000,2020-05-11T14:59:00.000,2018-04-13T00:00:00.000,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Brown/Fawn,*Cherish
903,A817075,2020-05-11T11:00:00.000,2020-05-11T11:00:00.000,2019-07-07T00:00:00.000,Transfer,Partner,Dog,Neutered Male,10 months,Labrador Retriever/Pointer,White/Brown,Popeye
904,A817091,2020-05-11T11:00:00.000,2020-05-11T11:00:00.000,2016-05-07T00:00:00.000,Transfer,Partner,Dog,Intact Male,4 years,Border Terrier,Black/Gray,
905,A817119,2020-05-10T17:22:00.000,2020-05-10T17:22:00.000,2020-05-07T00:00:00.000,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Torbie,*112 Grams
906,A817158,2020-05-10T16:48:00.000,2020-05-10T16:48:00.000,2020-04-25T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,White/Blue,
907,A817192,2020-05-10T16:48:00.000,2020-05-10T16:48:00.000,2020-04-09T00:00:00.000,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,
908,A817118,2020-05-10T16:47:00.000,2020-05-10T16:47:00.000,2020-05-07T00:00:00.000,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair,Calico,*107 Grams
909,A817112,2020-05-10T16:47:00.000,2020-05-10T16:47:00.000,2020-04-16T00:00:00.000,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair,Gray/White,
910,A817117,2020-05-10T16:47:00.000,2020-05-10T16:47:00.000,2020-05-07T00:00:00.000,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Orange Tabby/White,*109 Grams
911,A817116,2020-05-10T16:47:00.000,2020-05-10T16:47:00.000,2020-05-07T00:00:00.000,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair,Orange Tabby/White,*122 Grams
912,A817115,2020-05-10T16:46:00.000,2020-05-10T16:46:00.000,2018-05-08T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby,
913,A817214,2020-05-10T16:11:00.000,2020-05-10T16:11:00.000,2018-05-10T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,,Bat,Black,
914,A817026,2020-05-10T13:10:00.000,2020-05-10T13:10:00.000,2019-05-06T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Chihuahua Shorthair,White/Black,*Winston
915,A816831,2020-05-10T10:54:00.000,2020-05-10T10:54:00.000,2018-04-29T00:00:00.000,Return to Owner,,Dog,Intact Male,2 years,Siberian Husky/Border Collie,Tricolor,Loki
916,A808846,2020-05-09T16:47:00.000,2020-05-09T16:47:00.000,2015-05-14T00:00:00.000,Adoption,Foster,Dog,Neutered Male,4 years,Dalmatian Mix,White/Black,Bill
917,A798826,2020-05-09T14:20:00.000,2020-05-09T14:20:00.000,2019-06-09T00:00:00.000,Euthanasia,At Vet,Cat,Spayed Female,11 months,Domestic Medium Hair Mix,White/Buff,Feta
918,A816458,2020-05-09T12:49:00.000,2020-05-09T12:49:00.000,2019-08-19T00:00:00.000,Adoption,Foster,Dog,Neutered Male,8 months,Border Collie Mix,Black/White,Baby Dog
919,A811312,2020-05-09T10:55:00.000,2020-05-09T10:55:00.000,2016-12-31T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,German Shepherd/Chow Chow,Brown,Pudge
920,A816986,2020-05-09T10:46:00.000,2020-05-09T10:46:00.000,2019-05-05T00:00:00.000,Transfer,Partner,Dog,Intact Female,1 year,Pug/Beagle,Tan/Black,
921,A816911,2020-05-09T10:31:00.000,2020-05-09T10:31:00.000,2018-05-01T00:00:00.000,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie/Australian Shepherd,White/Brown,*Hummus
922,A814975,2020-05-09T10:21:00.000,2020-05-09T10:21:00.000,2019-10-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,7 months,Chihuahua Shorthair,White,*Brownie
923,A814591,2020-05-09T08:29:00.000,2020-05-09T08:29:00.000,2019-05-02T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Labrador Retriever/American Pit Bull Terrier,White,Zeus
924,A814939,2020-05-09T07:57:00.000,2020-05-09T07:57:00.000,2020-03-01T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,
925,A816347,2020-05-09T06:49:00.000,2020-05-09T06:49:00.000,2020-02-08T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 months,Bloodhound,Brown/White,*Beau
926,A816827,2020-05-09T06:49:00.000,2020-05-09T06:49:00.000,2018-04-29T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White,*Pinky
927,A817123,2020-05-08T13:50:00.000,2020-05-08T13:50:00.000,2018-05-08T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown,
928,A789377,2020-05-08T13:27:00.000,2020-05-08T13:27:00.000,2017-02-20T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,Labrador Retriever Mix,Brown/Tan,Panchito
929,A816754,2020-05-08T12:29:00.000,2020-05-08T12:29:00.000,2019-04-26T00:00:00.000,Adoption,Foster,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Blue/White,*Zuko
930,A814016,2020-05-08T12:22:00.000,2020-05-08T12:22:00.000,2019-08-07T00:00:00.000,Adoption,Foster,Dog,Spayed Female,9 months,Chihuahua Shorthair,White,Penny
931,A813723,2020-05-08T11:28:00.000,2020-05-08T11:28:00.000,2019-02-16T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White,King
932,A816916,2020-05-08T10:56:00.000,2020-05-08T10:56:00.000,2018-05-01T00:00:00.000,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull,Brown/White,*Devin
933,A816872,2020-05-08T10:55:00.000,2020-05-08T10:55:00.000,2019-04-30T00:00:00.000,Transfer,Partner,Dog,Intact Male,1 year,Pembroke Welsh Corgi/Australian Shepherd,White/Black,*Bugsy
934,A816908,2020-05-08T10:55:00.000,2020-05-08T10:55:00.000,2018-05-01T00:00:00.000,Return to Owner,,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico/Brown Tabby,Brynn
935,A816909,2020-05-08T10:55:00.000,2020-05-08T10:55:00.000,2018-05-01T00:00:00.000,Return to Owner,,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,Cassie
936,A816657,2020-05-08T10:54:00.000,2020-05-08T10:54:00.000,2018-04-24T00:00:00.000,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair,Orange Tabby,
937,A816788,2020-05-08T10:54:00.000,2020-05-08T10:54:00.000,2010-04-28T00:00:00.000,Transfer,Partner,Cat,Neutered Male,10 years,Domestic Shorthair,Brown Tabby,*Bax
938,A788809,2020-05-08T10:50:00.000,2020-05-08T10:50:00.000,2016-02-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,4 years,Boxer Mix,White/Brown,Mayweather
939,A790748,2020-05-08T10:43:00.000,2020-05-08T10:43:00.000,2018-03-15T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black,Buzz
940,A742897,2020-05-08T09:41:00.000,2020-05-08T09:41:00.000,2016-02-05T00:00:00.000,Return to Owner,,Dog,Spayed Female,4 years,Rottweiler Mix,Blue/Tan,Nala
941,A815740,2020-05-08T09:04:00.000,2020-05-08T09:04:00.000,2017-03-24T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,German Shepherd/Black Mouth Cur,Brown/Black,Zeppelin
942,A817106,2020-05-07T17:30:00.000,2020-05-07T17:30:00.000,2019-05-07T00:00:00.000,Disposal,,Other,Unknown,1 year,Bat,Brown,
943,A817105,2020-05-07T17:29:00.000,2020-05-07T17:29:00.000,2019-05-07T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,
944,A803077,2020-05-07T16:32:00.000,2020-05-07T16:32:00.000,2016-08-27T00:00:00.000,Rto-Adopt,,Dog,Spayed Female,3 years,Pit Bull,Black/White,Cali
945,A817067,2020-05-07T15:14:00.000,2020-05-07T15:14:00.000,2014-04-07T00:00:00.000,Return to Owner,,Dog,Intact Female,6 years,Bull Terrier,White,Nova
946,A817066,2020-05-07T15:14:00.000,2020-05-07T15:14:00.000,2015-05-07T00:00:00.000,Return to Owner,,Dog,Intact Male,5 years,Bull Terrier,Black/White,Django
947,A817068,2020-05-07T15:13:00.000,2020-05-07T15:13:00.000,2015-05-07T00:00:00.000,Return to Owner,,Dog,Intact Female,5 years,Bull Terrier,Tricolor,Mocha
948,A628246,2020-05-07T14:27:00.000,2020-05-07T14:27:00.000,2012-02-26T00:00:00.000,Return to Owner,,Dog,Neutered Male,8 years,Pit Bull Mix,Brown/White,Toby
949,A815996,2020-05-07T13:30:00.000,2020-05-07T13:30:00.000,2020-02-02T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 months,German Shepherd Mix,Tan,*Liesl
950,A815707,2020-05-07T12:56:00.000,2020-05-07T12:56:00.000,2020-03-09T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/Australian Cattle Dog,Black/White,*Mulan
951,A815706,2020-05-07T12:53:00.000,2020-05-07T12:53:00.000,2020-03-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Australian Cattle Dog,White/Tricolor,*Gus
952,A815704,2020-05-07T12:50:00.000,2020-05-07T12:50:00.000,2020-03-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Australian Cattle Dog,Black/White,*Mushu
953,A815700,2020-05-07T12:47:00.000,2020-05-07T12:47:00.000,2020-03-09T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Australian Cattle Dog,Tricolor,*Scully
954,A815699,2020-05-07T12:36:00.000,2020-05-07T12:36:00.000,2020-03-09T00:00:00.000,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/Australian Cattle Dog,White/Black,*Belle
955,A815998,2020-05-07T12:17:00.000,2020-05-07T12:17:00.000,2020-02-02T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 months,German Shepherd Mix,White,*Hansel
956,A813147,2020-05-07T11:51:00.000,2020-05-07T11:51:00.000,2018-02-05T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Australian Kelpie Mix,Black/Brown,*Augie
957,A817062,2020-05-07T11:41:00.000,2020-05-07T11:41:00.000,2020-03-07T00:00:00.000,Transfer,Partner,Dog,Intact Female,1 month,Shih Tzu,White/Brown,Gigi
958,A815056,2020-05-07T09:52:00.000,2020-05-07T09:52:00.000,2020-03-06T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black,*Wednesday
959,A815055,2020-05-07T09:50:00.000,2020-05-07T09:50:00.000,2020-03-06T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black,*Pugsly
960,A816418,2020-05-07T09:32:00.000,2020-05-07T09:32:00.000,2018-04-17T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 years,Siberian Husky/German Shepherd,Black/Tan,*Heidi
961,A816987,2020-05-07T08:25:00.000,2020-05-07T08:25:00.000,2013-05-05T00:00:00.000,Euthanasia,Rabies Risk,Cat,Spayed Female,7 years,Domestic Shorthair,White/Black,Ferris
962,A817079,2020-05-07T08:03:00.000,2020-05-07T08:03:00.000,2019-12-07T00:00:00.000,Died,In Kennel,Dog,Intact Female,4 months,Chihuahua Shorthair,Brown/White,
963,A816526,2020-05-06T13:35:00.000,2020-05-06T13:35:00.000,2020-04-17T00:00:00.000,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair,White,*Oliver
964,A816528,2020-05-06T13:35:00.000,2020-05-06T13:35:00.000,2020-04-17T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue/White,*Dollie
965,A816527,2020-05-06T13:35:00.000,2020-05-06T13:35:00.000,2020-04-17T00:00:00.000,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair,Blue/White,*Ruth
966,A816960,2020-05-06T12:44:00.000,2020-05-06T12:44:00.000,2010-05-03T00:00:00.000,Return to Owner,,Dog,Neutered Male,10 years,Pit Bull,Blue,Spriggle
967,A816878,2020-05-06T12:15:00.000,2020-05-06T12:15:00.000,2018-05-01T00:00:00.000,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair,Black,
968,A788124,2020-05-06T10:41:00.000,2020-05-06T10:41:00.000,2017-01-26T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Border Collie,White/Black,Yue
969,A816919,2020-05-06T10:10:00.000,2020-05-06T10:10:00.000,2013-05-05T00:00:00.000,Return to Owner,,Dog,Intact Male,7 years,Labrador Retriever,Brown/Tan,Leim
970,A780951,2020-05-06T10:07:00.000,2020-05-06T10:07:00.000,2016-04-29T00:00:00.000,Return to Owner,,Dog,Intact Female,4 years,Rottweiler,Black/Brown,Maggie
971,A813660,2020-05-06T09:32:00.000,2020-05-06T09:32:00.000,2017-12-15T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Australian Kelpie,Tricolor,Jack
972,A802195,2020-05-06T09:07:00.000,2020-05-06T09:07:00.000,2019-06-30T00:00:00.000,Adoption,Foster,Cat,Neutered Male,10 months,Domestic Shorthair,Brown Tabby/White,*Lip
973,A817020,2020-05-06T09:01:00.000,2020-05-06T09:01:00.000,2019-05-05T00:00:00.000,Euthanasia,Rabies Risk,Other,Unknown,1 year,Fox,Gray/Brown,
974,A786273,2020-05-06T08:40:00.000,2020-05-06T08:40:00.000,2017-12-04T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,Australian Cattle Dog Mix,Black/White,Haro
975,A815093,2020-05-06T08:32:00.000,2020-05-06T08:32:00.000,2018-03-10T00:00:00.000,Adoption,Foster,Cat,Neutered Male,2 years,Domestic Shorthair,Cream Tabby,*Vinny
976,A816337,2020-05-06T08:15:00.000,2020-05-06T08:15:00.000,2020-03-03T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Australian Cattle Dog,Brown/Black,*Cupcake
977,A816338,2020-05-06T08:11:00.000,2020-05-06T08:11:00.000,2020-03-03T00:00:00.000,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever/Australian Cattle Dog,Brown/White,Lila
978,A814515,2020-05-06T07:59:00.000,2020-05-06T07:59:00.000,2018-03-01T00:00:00.000,Adoption,Foster,Dog,Neutered Male,2 years,American Foxhound/Labrador Retriever,White/Brown,Quentin
979,A817008,2020-05-05T17:04:00.000,2020-05-05T17:04:00.000,2020-05-02T00:00:00.000,Transfer,Partner,Dog,Intact Male,3 days,English Bulldog Mix,White/Gray,
980,A816971,2020-05-05T16:22:00.000,2020-05-05T16:22:00.000,2020-03-04T00:00:00.000,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair,Brown,Chickita
981,A816998,2020-05-05T16:18:00.000,2020-05-05T16:18:00.000,2020-04-13T00:00:00.000,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie,
982,A813822,2020-05-05T15:09:00.000,2020-05-05T15:09:00.000,2013-07-06T00:00:00.000,Return to Owner,,Dog,Neutered Male,6 years,Parson Russell Terrier,White/Brown,Romeo
983,A816983,2020-05-05T13:49:00.000,2020-05-05T13:49:00.000,2019-02-05T00:00:00.000,Return to Owner,Prc,Dog,Intact Male,1 year,Pit Bull,White/Blue,Panda
984,A816877,2020-05-05T12:07:00.000,2020-05-05T12:07:00.000,2019-12-04T00:00:00.000,Transfer,Partner,Dog,Intact Female,5 months,Cairn Terrier,Black/Gray,
985,A812425,2020-05-05T11:55:00.000,2020-05-05T11:55:00.000,2019-01-22T00:00:00.000,Adoption,Foster,Cat,Spayed Female,1 year,Domestic Shorthair,Black/White,*Teresa
986,A782439,2020-05-05T11:30:00.000,2020-05-05T11:30:00.000,2016-10-15T00:00:00.000,Adoption,Foster,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White,*Mouse
987,A792453,2020-05-05T11:17:00.000,2020-05-05T11:17:00.000,2010-04-14T00:00:00.000,Died,In Foster,Cat,Neutered Male,10 years,Domestic Shorthair Mix,Black,Flynn
988,A816858,2020-05-05T10:40:00.000,2020-05-05T10:40:00.000,2018-04-30T00:00:00.000,Transfer,Partner,Dog,Intact Male,2 years,Siberian Husky,White,*Miles
989,A754762,2020-05-05T09:19:00.000,2020-05-05T09:19:00.000,2013-07-24T00:00:00.000,Adoption,Foster,Dog,Spayed Female,6 years,German Shepherd,Black/Brown,Ivy
990,A815198,2020-05-05T09:02:00.000,2020-05-05T09:02:00.000,2010-04-06T00:00:00.000,Adoption,Foster,Dog,Spayed Female,10 years,Rat Terrier Mix,Tricolor,*Donut
991,A813770,2020-05-05T08:51:00.000,2020-05-05T08:51:00.000,2017-02-18T00:00:00.000,Adoption,Foster,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown/White,Pancho
992,A813787,2020-05-05T08:34:00.000,2020-05-05T08:34:00.000,2018-02-18T00:00:00.000,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair,Torbie,*Bruja
993,A815032,2020-05-05T08:29:00.000,2020-05-05T08:29:00.000,2014-03-09T00:00:00.000,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair,Black,Ada
994,A814810,2020-05-04T17:25:00.000,2020-05-04T17:25:00.000,2016-03-06T00:00:00.000,Adoption,Foster,Dog,Spayed Female,4 years,Pit Bull,Black/White,*Granite
995,A815292,2020-05-04T16:57:00.000,2020-05-04T16:57:00.000,2019-09-13T00:00:00.000,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair,Blue/White,*London
996,A810608,2020-05-04T15:40:00.000,2020-05-04T15:40:00.000,2018-06-16T00:00:00.000,Adoption,Foster,Dog,Neutered Male,1 year,Border Collie Mix,White/Brown,*Radar
997,A814231,2020-05-04T15:34:00.000,2020-05-04T15:34:00.000,2016-02-26T00:00:00.000,Adoption,Foster,Dog,Neutered Male,4 years,Chihuahua Shorthair,White/Brown,Vinny
998,A789729,2020-05-04T14:54:00.000,2020-05-04T14:54:00.000,2009-02-26T00:00:00.000,Adoption,Foster,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Brown Tabby,Cleo
999,A816969,2020-05-04T14:26:00.000,2020-05-04T14:26:00.000,2018-05-04T00:00:00.000,Euthanasia,,Other,Unknown,2 years,Bat,Brown,
